TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
A VELHA LEI DO NOVO FAROESTE;B2400082500000;23/02/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;27,8;;2024;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;ARTENU7 FILMES LTDA;51.864.492/0001-02;SP;SÃO PAULO
A VIDA COM LORE;B2400061500000;15/02/2024;DEFERIDO;REALITY-SHOW;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;104;4;2021;2021;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;SIC ­ SISTEMA INTEGRADO DE COMUNICACAO LTDA;11.496.603/0001-42;MA;SÃO LUÍS
A VIDA DE CADA UM;B2400242100000;13/06/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,5;;2024;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;BRASBRAVEL STUDIO LTDA;41.698.393/0001-36;GO;GOIÂNIA
A VIDA TEM JEITO;B2400224400000;03/06/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,5;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;MARCELO FERRARA CINTRA;PESSOA FÍSICA;SP;SÃO PAULO
A VIDA É AGORA;B2400022100000;17/01/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,9;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;MIC PRODUÇÕES ARTÍSTICAS LTDA;11.056.608/0001-54;SP;SÃO PAULO
A VIDA É MELHOR COM CUSCUZ;B2400100200000;08/03/2024;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;30;;2024;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
A VIDA É TÃO CURTA;B2400048000000;01/02/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;EDUARDO RANGEL DA SILVA;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A VIDA É UMA PASSAGEM T3;B2400047200000;01/02/2024;DEFERIDO;VARIEDADES;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;594;22;2023;2023;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;RM RUAS PRODUÇÕES ARTÍSTICAS LTDA-ME;15.836.857/0001-13;SP;SÃO PAULO
A VOZ MARCANTE (EX TESTEMUNHA OCULAR);B2400176600000;29/04/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;104;4;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;IMAGINAR EMPREENDIMENTOS E PARTICIPACOES LTDA;10.899.485/0001-50;RJ;RIO DE JANEIRO
A VOZ QUE RESTA;B2400090600000;04/03/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;85,8;;2024;;SALAS DE EXIBIÇÃO;NÃO;ROBERTA RIBAS FRANCO;20.199.893/0001-53;SP;SÃO PAULO
A ÚLTIMA FOTO;B2400229000000;05/06/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;19,1;;2024;;SALAS DE EXIBIÇÃO;NÃO;CONTOS URBANOS FILMES LTDA;40.766.747/0001-70;SP;SÃO PAULO
A ÚLTIMA VALSA;B2400216800000;23/05/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;6;;2024;;NENHUMA DAS OPÇÕES;NÃO;FABIO ROGERIO REZENDE DE JESUS;PESSOA FÍSICA;SP;SÃO CARLOS
ABA E SUA BANDA;B2400235800000;12/06/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;83,8;;2024;;SALAS DE EXIBIÇÃO;NÃO;FRAIHA PRODUÇÕES DE EVENTOS E EDITORA LTDA;00.538.914/0001-00;RJ;RIO DE JANEIRO
ABAIXANDO A MÁQUINA 3 - CRÔNICAS DO JORNALISMO POLICIAL E OUTRAS HISTÓRIAS;B2400241600000;13/06/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;76,3;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;L.M.H.MOTA PRODUTORA;31.571.831/0001-47;RJ;RIO DE JANEIRO
ABISMO;B2400216300000;23/05/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10,8;;2024;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;ESTORIL PRODUCAO CINEMATOGRAFICA LTDA;12.076.096/0001-50;RJ;RIO DE JANEIRO
ABROLHOS;B2400147300000;12/04/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;183,3;6;2024;2024;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;LARTY MARK LTDA;03.931.658/0001-05;BA;SALVADOR
ABSURDO - ALMA LIVRE FEAT. CELSO MORETTI;B2400169900000;22/04/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,1;;2023;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;AGNALDO ALVES DOS SANTOS;PESSOA FÍSICA;SP;CAIEIRAS
ABSURDO - ALMA LIVRE FEAT. CELSO MORETTI;B2400169800000;22/04/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;243;;2023;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;AGNALDO ALVES DOS SANTOS;PESSOA FÍSICA;SP;CAIEIRAS
ABUSADA;B2400144300000;10/04/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,4;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ANDRESSA VORTMANN VERSA;PESSOA FÍSICA;SP;SÃO PAULO
ACELERA;B2400036000000;24/01/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,4;;2023;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CAROLINA BARCELLOS PAVAO;PESSOA FÍSICA;SP;PORTO FERREIRA
ACIDENTES DE TRÂNSITO - O QUE FAZER?;B2400074500000;20/02/2024;DEFERIDO;VARIEDADES;Vídeoaula;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;1,6;;2024;;OUTROS MERCADOS;NÃO;RAIANNY DE SOUSA;PESSOA FÍSICA;PA;MARABÁ
ACNXX (INTRO) + TETO DE VIDRO (ACNXX AO VIVO EM SALVADOR);B2400217300000;23/05/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5,3;;2023;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;DECK PRODUÇÕES ARTÍSTICAS LTDA;30.253.090/0001-93;RJ;RIO DE JANEIRO
ACONTECEU;B2400025500000;19/01/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,5;;2023;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;53.075.508 MARCIA HELENA TUPINAMBA E SILVA;53.075.508/0001-15;PA;BELÉM
ACORDE;B2400166000000;19/04/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;24,5;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;WLADIMIR JOSE PEREIRA;PESSOA FÍSICA;SP;TAUBATÉ
ACÚMULOS;B2400043800000;30/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,7;;2019;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;JOELMA CRISTINA SILVA MOREIRA STELLA;PESSOA FÍSICA;BA;SÍTIO DO MATO
ADAM;B2400183400000;04/05/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,7;;2024;;SALAS DE EXIBIÇÃO;NÃO;GP7 CINEMA LTDA;04.937.797/0001-09;PR;CURITIBA
ADIVINHA QUEM VEM PRA JANTAR;B2400247700000;18/06/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;169,2;;2024;;SALAS DE EXIBIÇÃO;NÃO;24.606.831 JULIANO CASTILHO;24.606.831/0001-70;SP;PERUÍBE
ADRIANA VAREJÃO - ENTRE CARNES E MARES;B2400060500000;13/02/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;82,9;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.;09.180.984/0001-04;RJ;RIO DE JANEIRO
ADÃO, EVA E O FRUTO PROIBIDO;B2400040700000;29/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;20,1;;2024;;OUTROS MERCADOS - AUDIOVISUAL EM TRANSPORTE COLETIVO;NÃO;T A PASCOAL PRODUCOES;39.688.918/0001-00;PB;JOÃO PESSOA
AGITAÇÃO DE SOLUÇÃO IRRIGADORA ENDODÔNTICA COM EASY CLEAN® EM CANAIS SIMULADOS (EASY/BH);B2400245300000;14/06/2024;DEFERIDO;VARIEDADES;Vídeoaula;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;0,8;;2024;;OUTROS MERCADOS;NÃO;THIAGO CARDOSO VIANNA;PESSOA FÍSICA;PA;RONDON DO PARÁ
AGUDÁS - PASSAGEIROS DA HISTÓRIA;B2400164700000;19/04/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;102,3;;2024;;SALAS DE EXIBIÇÃO;NÃO;PAJE PRODUCOES CULTURAIS LTDA;08.988.410/0001-02;RJ;RIO DE JANEIRO
AH, QUER SABER?!;B2400176100000;29/04/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;181,9;7;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GAVULINO PRODUCOES AUDIOVISUAIS E CULTURAIS EIRELI;11.581.901/0001-30;CE;FORTALEZA
AI CARALH*;B2400148100000;12/04/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,1;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;RAPHAEL AUGUSTO GODOI FRANCO DE SOUZA;PESSOA FÍSICA;SP;SÃO PAULO
ALCIONE 50 ANOS;B2400076400000;21/02/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;145,5;;2022;;VIDEO DOMÉSTICO;NÃO;MARROM MUSIC PRODUÇÕES ARTÍSTICAS LTDA;13.785.651/0001-86;RJ;RIO DE JANEIRO
ALEGRIA DO AMOR;B2400088900000;29/02/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;113,9;;2024;;SALAS DE EXIBIÇÃO;NÃO;REALIZART PRODUÇÃO AUDIOVISUAL LTDA;01.282.220/0001-18;SC;FLORIANÓPOLIS
ALGO SOBRE ILDA;B2400193800000;10/05/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15;;2024;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;GARY GANANIAN;PESSOA FÍSICA;SP;SÃO PAULO
ALIMENTANDO A ALMA;B2400007200000;09/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;130;5;2023;2023;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;A. S. C. E SOUZA - PRODUTORA;19.709.434/0001-93;AC;RIO BRANCO
ALTAS HORAS 2024;B2400000700000;02/01/2024;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;4590;51;2024;2024;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
ALTERNATIVOS;B2400010400000;10/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;79,4;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CENTELHA FILMES E PRODUÇÕES CULTURAIS LTDA - ME;27.676.695/0001-82;CE;FORTALEZA
ALTO RIO DAS VELHAS: SETE CIDADES E UM DESTINO;B2400149200000;15/04/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;60;;2024;;OUTROS MERCADOS;NÃO;ASSOCIAÇÃO TURÍSTICA, CULTURAL, ECOLÓGICA E ESPORTIVA MINAS GERAIS - FORROBOL;08.751.516/0001-80;MG;BELO HORIZONTE
ALVO ERRADO;B2400220000000;27/05/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,5;;2022;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;GABRIEL RODRIGUES MARTINS RAMOS;PESSOA FÍSICA;SP;SÃO PAULO
ALÉM DA CANCELA;B2400227700000;05/06/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;24,5;;2024;;SALAS DE EXIBIÇÃO;NÃO;46.238.103 MARGARETE SILVA DE JESUS;46.238.103/0001-95;BA;SALVADOR
ALÉM DA CIDADE;B2400090400000;04/03/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;100,9;4;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;DEZESSEIS POR NOVE PRODUÇÕES CINEMATOGRÁFICAS LTDA;09.084.382/0001-53;RJ;RIO DE JANEIRO
ALÉM DA CONTA;B2400151100000;15/04/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,5;;2024;;SALAS DE EXIBIÇÃO;NÃO;ROKE PRODUÇÕES ARTÍSTICAS LTDA;44.873.748/0001-74;GO;GOIÂNIA
ALÉM DA LIBERDADE;B2400225300000;03/06/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;87,7;;2023;;OUTROS MERCADOS;NÃO;LUMINE PRODUCOES LTDA;50.087.391/0001-00;RS;PORTO ALEGRE
ALÉM DAS PIPAS;B2400008100000;09/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5,6;;2023;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;FUNDACAO ROBERTO MARINHO;29.527.413/0001-00;RJ;RIO DE JANEIRO
ALÉM DO PLANO;B2400222300000;29/05/2024;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;120;3;2024;2024;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
ALÔ, CLÁUDIA?;B2400220200000;27/05/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15,6;;2024;;NENHUMA DAS OPÇÕES;NÃO;THIAGO HENRIQUE FERNANDES COELHO;PESSOA FÍSICA;MG;UBERLÂNDIA
AMADO PAI;B2400063900000;15/02/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;92,4;;2024;;SALAS DE EXIBIÇÃO;NÃO;LEONARDO MIGUEL DE MELLO LUCIANO;PESSOA FÍSICA;RJ;RIO DE JANEIRO
AMANDO ÀS ESCURAS;B2400185800000;07/05/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,7;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;EDUARDO JONAS SANTOS ***********;33.352.321/0001-04;SP;SÃO PAULO
AMANHÃ;B2400216500000;23/05/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;100;;2024;;OUTROS MERCADOS;NÃO;PROMPT FILMES LTDA;08.612.494/0001-77;SP;SÃO PAULO
AMAR AO ENVELHECER;B2400050900000;05/02/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15,7;;2024;;OUTROS MERCADOS;NÃO;INSTITUTO QUERO;10.227.433/0001-38;SP;SANTOS
AMARGO;B2400169100000;22/04/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,9;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;AMAIA PRODUCOES AUDIOVISUAIS E MUSICAIS LTDA;07.419.227/0001-15;SP;SÃO PAULO
AMAZÔNIA AZUL;B2400165900000;19/04/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;60,2;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;DGT FILMES LTDA - EPP;03.021.799/0001-90;SP;SÃO PAULO
AMAZÔNIA: NOVAS HISTÓRIAS;B2400109100000;13/03/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;100;10;2024;2024;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;GIROS PROJETOS AUDIOVISUAIS LTDA;04.661.796/0001-84;RJ;RIO DE JANEIRO
AMBIÇÃO;B2400221500000;28/05/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,7;;2020;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CRISTAL ROCHA DOS SANTOS ***********;40.398.714/0001-14;RS;PORTO ALEGRE
AMIGO SECRETO;B2400034900000;23/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;18,5;;2024;;SALAS DE EXIBIÇÃO;NÃO;CHÁ CINEMATOGRÁFICO DE SP LTDA - ME;15.316.382/0001-34;SP;SÃO PAULO
AMOR;B2400150500000;15/04/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10,9;;2024;;SALAS DE EXIBIÇÃO;NÃO;JOAO PEDRO TINOCO DUTRA;PESSOA FÍSICA;RJ;RIO DE JANEIRO
AMOR DE BICHO;B2400042400000;29/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;100;10;2020;2020;OUTROS MERCADOS;NÃO;PONTOS DE FUGA PRODUÇÕES ARTISTICAS LTDA;07.832.283/0001-87;RJ;RIO DE JANEIRO
AMOR DE BICHO - 2ª TEMPORADA;B2400186500000;07/05/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;56,4;6;2024;2024;OUTROS MERCADOS;NÃO;PONTOS DE FUGA PRODUÇÕES ARTISTICAS LTDA;07.832.283/0001-87;RJ;RIO DE JANEIRO
AMORES LIVRES - SEGUNDA TEMPORADA;B2400041600000;29/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;194,9;7;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;28.026.565/0001-67;RJ;RIO DE JANEIRO
AMOROSA;B2400262200000;27/06/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;110;;2024;;VIDEO DOMÉSTICO;NÃO;LMC PRODUÇÕES ARTÍSTICAS LTDA;01.651.043/0001-08;RJ;RIO DE JANEIRO
ANA BOLINHA;B2400136800000;04/04/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;104;13;2023;2023;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;CAFUNDO ESTUDIO CRIATIVO LTDA;10.220.793/0001-08;SC;FLORIANÓPOLIS
ANA RÚBIA;B2400016900000;15/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15;;2024;;OUTROS MERCADOS;NÃO;RAFAEL IRINEU ALVES LACERDA - LTDA;26.276.851/0001-55;MT;RONDONÓPOLIS
ANACRONIA;B2400043400000;30/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;25,0;;2024;;NENHUMA DAS OPÇÕES;NÃO;O ESTRANHO FILMES LTDA;45.140.618/0001-95;RS;CANOAS
ANANDA PAIXÃO - MABUIA;B2400143400000;09/04/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,7;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GUERREIRA - ENTRETENIMENTO, EDICAO E ASSESSORIA MUSICAL LTDA;36.765.262/0001-94;DF;BRASÍLIA
ANIMAIS EM RISCO - SEGUNDA TEMPORADA;B2400186600000;07/05/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;182;7;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;FILMART PRODUÇÕES ARTISTICAS LTDA;64.044.886/0001-58;SP;SÃO PAULO
ANITA;B2400003400000;05/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;82;;2024;;SALAS DE EXIBIÇÃO;NÃO;GUILHERME GUTIERRES SUMAN;PESSOA FÍSICA;RS;PORTO ALEGRE
